id,level,surface,category,example_jp_current,tts_text_actual,evidence,source,generated_at
w_71b91b4b7ded7920,N1,印鑑,speaker_label_or_space_only,イ：印鑑を持ってきませんでした。,印鑑を持ってきませんでした。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_53f5a11a43999634,N1,取り扱い,speaker_label_or_space_only,ロ：傷みやすい食べ物の取り扱いに格別の注意が必要です。,傷みやすい食べ物の取り扱いに格別の注意が必要です。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_d6a47632d886cffc,N1,取り替え,speaker_label_or_space_only,ロ：皮の加工が間違ったせいかもしれません。取り替えいたします。,皮の加工が間違ったせいかもしれません。取り替えいたします。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_e775d9071d2a3a55,N1,叫び,speaker_label_or_space_only,ロ:叫びすぎて喉が痛くなったんだ。,叫びすぎて喉が痛くなったんだ。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_6489ff76776dc7e1,N1,各種,speaker_label_or_space_only,ロ：はい。今年、各種映画祭で受賞した賞だけでも数々です。,はい。今年、各種映画祭で受賞した賞だけでも数々です。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_57f97ee9e78b95de,N1,嘘つき,speaker_label_or_space_only,ロ:どうしていつも私が嘘つき扱いされるのか分からない。,どうしていつも私が嘘つき扱いされるのか分からない。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_6be80965290001db,N1,大ざっぱ,material_text_change,大ざっぱに見積もって百万ウォンぐらいある.,大ざっぱな見積り,same_id_generation_report,data/pdf-vocab/headword_review_example_tts_report.json,2026-08-10T06:54:15.970474+00:00
w_860e76f83693f071,N1,大便,speaker_label_or_space_only,イ：自分も知らないうちに下着に大便がつきます。,自分も知らないうちに下着に大便がつきます。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_72334ead34fc9c05,N1,対等,material_text_change,実力が対等だ。,カタルーニャ語が，いまだにカタルーニャ地方でスペイン語と対等の立場にない，という現状こそ問題にすべきだ,same_id_generation_report,data/pdf-vocab/example_tts_generation_report.json,2026-08-09T16:58:01.081868+00:00
w_bd3290eca50bee3f,N1,工面,speaker_label_or_space_only,ロ：はい、何とかあちこちから資金をやりくりして、やっと工面しました。,はい、何とかあちこちから資金をやりくりして、やっと工面しました。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_48a942088c2a3c4f,N1,度忘れ,speaker_label_or_space_only,ロ：すみません、監督。セリフを度忘れしてしまいました。,すみません、監督。セリフを度忘れしてしまいました。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_09b2314aa968b37d,N1,強烈,material_text_change,色が強烈だ。,強烈なビートのロックを演奏する.,same_id_generation_report,data/pdf-vocab/example_tts_generation_report.json,2026-08-09T16:58:01.081868+00:00
w_1d699c2a8756a1c8,N1,強硬,material_text_change,強硬に主張する,政府は強硬な姿勢を崩さなかった。,same_id_generation_report,data/pdf-vocab/phrase_review_backfill_tts_report.json,2026-08-10T16:10:24.724835+00:00
w_c9d787ba0d89b7cd,N1,往診,speaker_label_or_space_only,ロ:はい、中風で寝たきりになったキムおじいさんの家へ往診に来ました。,はい、中風で寝たきりになったキムおじいさんの家へ往診に来ました。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_e84847a82950de49,N1,心地よい,material_text_change,心地よく暮らしていく,ひんやりとした夜風が心地よい,same_id_generation_report,data/pdf-vocab/example_tts_generation_report.json,2026-08-09T16:58:01.081868+00:00
w_f6b0774190c5b447,N1,心強い,speaker_label_or_space_only,ロ：心強い後ろ盾があるようです。,心強い後ろ盾があるようです。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_3b834d36cb9e4d5a,N1,志す,speaker_label_or_space_only,ロ：国を心配する憂国の情から、政治を志すようになりました。,国を心配する憂国の情から、政治を志すようになりました。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_0ae46927d8834581,N1,応急,speaker_label_or_space_only,イ：スンギュはちょっとどう？応急室に運ばれたんだって？,スンギュはちょっとどう？応急室に運ばれたんだって？,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_21052c70db251a9c,N1,性急,speaker_label_or_space_only,ロ：結婚は慎重に考えて決定すべき問題なのに、少し性急なようだ。,結婚は慎重に考えて決定すべき問題なのに、少し性急なようだ。,renamed_audio_sha256+generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,
w_db7a3a325baa8205,N1,恋する,speaker_label_or_space_only,ロ：うん。ミンチョルとジヨンが出会って恋するようになる内容だ。,うん。ミンチョルとジヨンが出会って恋するようになる内容だ。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_67e9a28d0777853f,N1,戸締まり,speaker_label_or_space_only,ロ：はい。戸締まりをちゃんとします。,はい。戸締まりをちゃんとします。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_5bba410a9f58c9b9,N1,所得,speaker_label_or_space_only,ロ：わあ！不労所得の収入が私の月給よりも多いね。,わあ！不労所得の収入が私の月給よりも多いね。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_8f663cdca32cc0a4,N1,掌,speaker_label_or_space_only,ロ：どれどれ。これくらい直すのは、私には掌を返すように簡単だ。,どれどれ。これくらい直すのは、私には掌を返すように簡単だ。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_09e23b6f9018545a,N1,早急,speaker_label_or_space_only,ロ：早急に緊急会議を開くように。,早急に緊急会議を開くように。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_eda7532232b661ef,N1,植民地,speaker_label_or_space_only,イ:1945年、わが国はついに植民地から解放されました。,1945年、わが国はついに植民地から解放されました。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_cb662bdf8a95d98e,N1,極楽,speaker_label_or_space_only,イ:私は徳がないので極楽で往生するのは難しいようです。,私は徳がないので極楽で往生するのは難しいようです。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_b3664c9b7bb5d5f2,N1,煙たい,speaker_label_or_space_only,ロ：煙たいにおいもするようだ。,煙たいにおいもするようだ。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_f33b1779542ae443,N1,疎か,speaker_label_or_space_only,ロ：いつも国のことが最優先なので家庭でのことには疎かな方です。,いつも国のことが最優先なので家庭でのことには疎かな方です。,renamed_audio_sha256+generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,
w_7b2595df10469505,N1,相対,speaker_label_or_space_only,イ：わが軍の戦車数が相対的に不足しています。,わが軍の戦車数が相対的に不足しています。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_daa479903a2ed757,N1,研ぐ,speaker_label_or_space_only,ロ:包丁を研ぐ時になったようです。,包丁を研ぐ時になったようです。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_8320838d5b1afada,N1,簡潔,material_text_change,文が簡潔だ。,文は簡潔を宗とす,same_id_generation_report,data/pdf-vocab/example_tts_generation_report.json,2026-08-09T16:58:01.081868+00:00
w_824169b48644bb9e,N1,粘り強い,speaker_label_or_space_only,ロ：妻の粘り強い説得に負けてしまいました。,妻の粘り強い説得に負けてしまいました。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_0c26cac896c6bac7,N1,補給,speaker_label_or_space_only,ロ：最近のような天気にはお肌に水分を頻繁に補給しなければなりません。,最近のような天気にはお肌に水分を頻繁に補給しなければなりません。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_d3242fdeadefff0c,N1,誓約書,speaker_label_or_space_only,ロ：分かった。私が誓約書でも書いてあげる。,分かった。私が誓約書でも書いてあげる。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_d8fb15145a9e623e,N1,貶す,material_text_change,人前で彼を貶す。,人前で貶される。,same_id_generation_report,data/pdf-vocab/spelling_queue_tts_report.json,2026-08-21T00:55:10.949433+00:00
w_1ef4f939d961be2f,N1,質素,material_text_change,彼女は質素な服装をしていた,彼女は金持ちだ。しかしながら実に質素だ,same_id_generation_report,data/pdf-vocab/n1_scope_tts_generation_report.json,2026-08-18T14:12:00.526311+00:00
w_50c79dbb941aed3a,N1,蹴飛ばす,speaker_label_or_space_only,ロ：寝る時はかけて寝ますが、思わず布団を蹴飛ばす寝癖があります。,寝る時はかけて寝ますが、思わず布団を蹴飛ばす寝癖があります。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_957c15a482f8f1d6,N1,軽快,material_text_change,軽快なリズムに乗って踊る,これは軽快だ。,same_id_generation_report,data/pdf-vocab/remaining_review_example_tts_report.json,2026-08-20T02:06:52.967868+00:00
w_bcce1a49a9bd524d,N1,軽率,material_text_change,軽率な言動は慎んでください,軽率のそしりを免れない,same_id_generation_report,data/pdf-vocab/n1_scope_tts_generation_report.json,2026-08-18T14:12:00.526311+00:00
w_48bf32a7bfb7243b,N1,遅くとも,speaker_label_or_space_only,ロ：遅くとも明日の夕方までには出してください。,遅くとも明日の夕方までには出してください。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_fa2eac1d4106f99a,N1,道場,speaker_label_or_space_only,ロ：あそこの道場で剣道の練習をする音のようだ。,あそこの道場で剣道の練習をする音のようだ。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_70835bbbaf6be418,N1,陰気,speaker_label_or_space_only,イ：家ではわけのわからない陰気が流れ出てくるようじゃない？,家ではわけのわからない陰気が流れ出てくるようじゃない？,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_6803e7402a3d2c0a,N1,難点,speaker_label_or_space_only,ロ:従来の商品に比べて高いですが、価格を下げにくいというところが難点だと思います。,従来の商品に比べて高いですが、価格を下げにくいというところが難点だと思います。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
w_2bd9770e75820794,N1,頑丈,material_text_change,支えが頑丈だ。,このお皿は高いところから落としても割れないように頑丈に作られた製品だ。,same_id_generation_report,data/pdf-vocab/example_tts_generation_report.json,2026-08-09T16:58:01.081868+00:00
w_e4296f4107742e4b,N1,頻繁,material_text_change,頻繁に船が出る,これは頻繁だ。,same_id_generation_report,data/pdf-vocab/remaining_review_example_tts_report.json,2026-08-20T02:06:52.967868+00:00
w_ab39420ffd96523f,N1,香辛料,speaker_label_or_space_only,ロ：特殊な香辛料が入っています。,特殊な香辛料が入っています。,same_id_generation_report,data/pdf-vocab/crumb_cleanup_example_tts_report.json,2026-08-18T05:44:01.162609+00:00
