id,level,surface,reading_kana,meaning_ko,severity,queue,accepted_reason,issues,catalog_status,catalog_level,catalog_pron,catalog_entry,search_status,search_level,search_entry,jmdict_issue,jmdict_detail,example_source,example_contain_basis,example_jp,spelling_note,naver_means,source_url
w_e0c797218bacf3a1,N3,怖がる,こわがる,무서워하다,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,怖がる·恐がる,,,naver,surface,蛇を怖がる。,,,https://ja.dict.naver.com/#/search?query=%E6%80%96%E3%81%8C%E3%82%8B
w_39b26f179dfbec94,N3,蒸し暑い,むしあつい,무덥다,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N3,蒸(し)暑い,,,naver,surface,イ：今日はずっと蒸し暑いね。,,,https://ja.dict.naver.com/#/search?query=%E8%92%B8%E3%81%97%E6%9A%91%E3%81%84
w_fc603d292698586c,N3,かむ,かむ,코를 풀다,accepted,homograph,동음이의. 카드 뜻과 맞는 네이버 항목이 앱 급수에 있다. N3 擤む is 코를 풀다; N4 is 噛む.,level-ambiguous,manual_review,N3,擤む·挗む,かむ,manual_review,N4,噛む·嚙む·咬む·嚼む,,,self,surface,ハンカチで鼻をかむ。,,풀다,https://ja.dict.naver.com/#/search?query=%E3%81%8B%E3%82%80
w_56e22b4b34e6b4e6,N3,浮かべる,うかべる,"뜨다, 표현하다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N3,浮(か)べる,,,naver,surface,若き日の姿[思い出]を心に浮かべる.,,,https://ja.dict.naver.com/#/search?query=%E6%B5%AE%E3%81%8B%E3%81%B9%E3%82%8B
w_a029f97e41adcce1,N3,時間割,じかんわり,"시간표, 일정",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N3,時間割り,,,naver,surface,青少年キャンプに入ったジスは、日々の時間割に従って動いた。,,,https://ja.dict.naver.com/#/search?query=%E6%99%82%E9%96%93%E5%89%B2
w_b846d60ec7ea8a3a,N3,若々しい,わかわかしい,"아주젊다,생기발랄하다",accepted,search-unmatched,현대 표기 若々しい. 네이버 목록/검색 표제어는 若若しい N3.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,肌が艶艶として若々しい,,,https://ja.dict.naver.com/#/search?query=%E8%8B%A5%E3%80%85%E3%81%97%E3%81%84
w_6ba0372f290b6408,N3,立ち止まる,たちどまる,멈춰 서다,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N3,立ち止(ま)る,,,naver,surface,店先に立ち止まる,,,https://ja.dict.naver.com/#/search?query=%E7%AB%8B%E3%81%A1%E6%AD%A2%E3%81%BE%E3%82%8B
w_d9e121c9f74a30b8,N3,日当たり,ひあたり,"햇볕이 잘 듦, 양지",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N3,日当(た)り·陽当たり,,,naver,surface,日当たりのよい丘に安らかに葬られる.,,,https://ja.dict.naver.com/#/search?query=%E6%97%A5%E5%BD%93%E3%81%9F%E3%82%8A
w_b6ef07b6f1141a3b,N3,乗り遅れる,のりおくれる,"놓치다;시간이 늦어 못 타다, 시류에 뒤떨어지다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N3,乗(り)遅れる·乗(り)後れる,,,naver,surface,終発に乗り遅れる,,,https://ja.dict.naver.com/#/search?query=%E4%B9%97%E3%82%8A%E9%81%85%E3%82%8C%E3%82%8B
w_269ddebb94cfa099,N3,図々しい,ずうずうしい,뻔뻔한,accepted,no-jlpt-badge,현대 표기 図々しい. 네이버 목록/검색 표제어는 図図しい N3.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,図々しい,,,naver,surface,スンギュはチスの図々しい嘘に唖然とした。,,,https://ja.dict.naver.com/#/search?query=%E5%9B%B3%E3%80%85%E3%81%97%E3%81%84
w_c482266ac0be4b91,N3,掛け算,かけざん,곱셈,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N3,掛(け)算,,,naver,surface,掛け算をする,,,https://ja.dict.naver.com/#/search?query=%E6%8E%9B%E3%81%91%E7%AE%97
w_cdddc6fbf00c4cf5,N3,振り込む,ふりこむ,"납입하다,불입하다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N3,振(り)込む,,,naver,surface,口座に振り込む,,,https://ja.dict.naver.com/#/search?query=%E6%8C%AF%E3%82%8A%E8%BE%BC%E3%82%80
w_6e2910d8d4a26c4c,N3,仕上がる,しあがる,"마무리되다,완성되다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N3,仕上(が)る,,,naver,surface,綺麗に仕上がる,,,https://ja.dict.naver.com/#/search?query=%E4%BB%95%E4%B8%8A%E3%81%8C%E3%82%8B
w_50e4cda93620aedd,N3,酔っ払う,よっぱらう,몹시 취하다,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N3,酔(っ)払う,,,naver,surface,焼酎で酔っ払う。,,,https://ja.dict.naver.com/#/search?query=%E9%85%94%E3%81%A3%E6%89%95%E3%81%86
w_a66198a344df39a0,N3,引き算,ひきざん,뺄셈,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N3,引(き)算,,,self,surface,引き算の答えをノートに書いた。,,,https://ja.dict.naver.com/#/search?query=%E5%BC%95%E3%81%8D%E7%AE%97
w_a1262f0a18c41630,N3,追い越す,おいこす,"지나다, 합격하다(차), 앞지르다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N3,追(い)越す,,,naver,surface,先進国に追いつき追い越す,,,https://ja.dict.naver.com/#/search?query=%E8%BF%BD%E3%81%84%E8%B6%8A%E3%81%99
w_1da66dbffe066645,N3,割り算,わりざん,나눗셈,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N3,割(り)算,,,naver,surface,イ：お姉さん、割り算できる？,,,https://ja.dict.naver.com/#/search?query=%E5%89%B2%E3%82%8A%E7%AE%97
w_5ca2ac72fa6c8d99,N3,瓶詰,びんづめ,"병조림, 병에 담음",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N3,瓶詰(め)·壜詰(め),,,naver,surface,缶詰は、瓶詰の品質を改善する過程で発明された。,,,https://ja.dict.naver.com/#/search?query=%E7%93%B6%E8%A9%B0
w_bf6addb52711a0ca,N3,書き取り,かきとり,"베껴 씀;또, 그 글, 받아쓰기",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N3,書(き)取り,,,naver,surface,英語の書き取りをさせる.,,,https://ja.dict.naver.com/#/search?query=%E6%9B%B8%E3%81%8D%E5%8F%96%E3%82%8A
w_5135dd81e7fcc848,N3,払い戻す,はらいもどす,환불하다,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N3,払(い)戻す,,,naver,surface,税金を払い戻す,,,https://ja.dict.naver.com/#/search?query=%E6%89%95%E3%81%84%E6%88%BB%E3%81%99
w_40a6caa2efc2a517,N3,乗り越し,のりこし,지나쳐 탐,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N3,乗(り)越し,,,naver,surface,会話に夢中になって乗り越しする,,,https://ja.dict.naver.com/#/search?query=%E4%B9%97%E3%82%8A%E8%B6%8A%E3%81%97
w_901baf132bb76fff,N3,乗り越す,のりこす,"타고 가다가 지나치다, →のりこえる",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N3,乗(り)越す,,,naver,surface,酔い潰れて終点まで乗り越す,,,https://ja.dict.naver.com/#/search?query=%E4%B9%97%E3%82%8A%E8%B6%8A%E3%81%99
w_becbe89dce937f34,N2,行ってきます,いってきます,다녀오겠습니다,accepted,search-unmatched,현대 표기(々) 또는 관용·복합 학습 카드. 네이버 목록 표제어와 철자가 달라도 유지.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,ちょっとトイレ行ってきます。,,,https://ja.dict.naver.com/#/search?query=%E8%A1%8C%E3%81%A3%E3%81%A6%E3%81%8D%E3%81%BE%E3%81%99
w_16b5e002c7a1d2f2,N2,その内,そのうち,머지않아,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,その内·其の内,,,self,surface,その内また連絡します。,,,https://ja.dict.naver.com/#/search?query=%E3%81%9D%E3%81%AE%E5%86%85
w_213905929b42e976,N2,始めに,はじめに,"일을 시작할 때, 시작 부분에",accepted,search-unmatched,현대 표기(々) 또는 관용·복합 학습 카드. 네이버 목록 표제어와 철자가 달라도 유지.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,今年は我が家が村で一番始めに種をまいた.,,,https://ja.dict.naver.com/#/search?query=%E5%A7%8B%E3%82%81%E3%81%AB
w_7be7b280d00ddd2e,N2,その頃,そのころ,"그 무렵, 그때",accepted,search-unmatched,현대 표기(々) 또는 관용·복합 학습 카드. 네이버 목록 표제어와 철자가 달라도 유지.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,self,surface,その頃は学生だった。,,,https://ja.dict.naver.com/#/search?query=%E3%81%9D%E3%81%AE%E9%A0%83
w_2903ad5dfafa9ef5,N2,そう言えば,そういえば,"그러고 보니, 말하자면",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,そう言えば·然う言えば,,,self,surface,そう言えば昨日会いました。,,,https://ja.dict.naver.com/#/search?query=%E3%81%9D%E3%81%86%E8%A8%80%E3%81%88%E3%81%B0
w_dd6cfb328dbd2400,N2,せい,せい,"원인, 이유, 잘못, 결함",accepted,homograph,탓/원인 뜻은 목록 所為 N2. せい 검색은 동음이의.,level-ambiguous,manual_review,N1,制,せい,manual_review,N4,背,,,self,surface,失敗は自分のせいだ。,,제;제도;천자의 명령,https://ja.dict.naver.com/#/search?query=%E3%81%9B%E3%81%84
w_e6e34cd099dad65c,N2,率,りつ,비율,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,率,,,self,surface,合格率が上がった。,,,https://ja.dict.naver.com/#/search?query=%E7%8E%87
w_2ae90bd5eccd679e,N2,その他,そのた,"그 외, 그 밖",accepted,no-jlpt-badge,현대 표기(々) 또는 관용·복합 학습 카드. 네이버 목록 표제어와 철자가 달라도 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,その他·其の他,,,naver,surface,彼は与えられた通りに働くばかりで、その他には何も知らない素人の下男だった。,,,https://ja.dict.naver.com/#/search?query=%E3%81%9D%E3%81%AE%E4%BB%96
w_4948be9f9aed94b0,N2,何々,なになに,"그런, 이러한 그런, 이러한, 무엇",accepted,search-unmatched,현대 표기(々) 또는 관용·복합 학습 카드. 네이버 목록 표제어와 철자가 달라도 유지.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,self,surface,箱の中に何々を入れたか、順番に説明してください。,,,https://ja.dict.naver.com/#/search?query=%E4%BD%95%E3%80%85
w_4d3a36e26a851fda,N2,保護者,ほごしゃ,보호자,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,保護者,,,naver,surface,保護者ないしはそれに準ずるもの,,,https://ja.dict.naver.com/#/search?query=%E4%BF%9D%E8%AD%B7%E8%80%85
w_d760d012aa3df7a5,N2,勝手に,かってに,"제멋대로, 마음대로",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,勝手に,,,naver,surface,勝手に発言して会議をかき回した,,,https://ja.dict.naver.com/#/search?query=%E5%8B%9D%E6%89%8B%E3%81%AB
w_d2920b329afac048,N2,当然,とうぜん,당연히,accepted,homograph,동음이의. 카드 뜻과 맞는 네이버 항목이 앱 급수에 있다. live has both N2 and N3 当然.,level-ambiguous,manual_review,N2,当然,とうぜん,manual_review,N2,当然,,,naver,surface,ベニスのゴンドリエは当然ベニスの歌を歌いたがる,,당연,https://ja.dict.naver.com/#/search?query=%E5%BD%93%E7%84%B6
w_a8eeca9225026b13,N2,お代わり,おかわり,"한그릇더먹음,리필",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,お代(わ)り·御代(わ)り,,,naver,surface,弟はまだ足りないのか母にお代わりを頼んだ。,,,https://ja.dict.naver.com/#/search?query=%E3%81%8A%E4%BB%A3%E3%82%8F%E3%82%8A
w_39dd02a5b61887c0,N2,様々,さまざま,여러가지,accepted,search-unmatched,현대 표기(々) 또는 관용·복합 학습 카드. 네이버 목록 표제어와 철자가 달라도 유지.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,押し寿司には、地域によって様々なものがあります。,,,https://ja.dict.naver.com/#/search?query=%E6%A7%98%E3%80%85
w_0145c52bf4cc5814,N2,お帰り,おかえり,(어서) 돌아옴; 어서 와요,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,お帰り,,,naver,surface,家に帰って来ても‘お帰り'と言ってくれる人がいない,,,https://ja.dict.naver.com/#/search?query=%E3%81%8A%E5%B8%B0%E3%82%8A
w_07d6a6a90e27f147,N2,維持する,いじする,유지하다,accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=維持 suffix=する,naver,surface,社会の安寧を維持する.,,,https://ja.dict.naver.com/#/search?query=%E7%B6%AD%E6%8C%81%E3%81%99%E3%82%8B
w_6fd430be227e0cac,N2,保存する,ほぞんする,보존하다,accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,保存する,derived-form,base=保存 suffix=する,naver,surface,エクセル(Excel)ファイルをCSV形式で保存する,,,https://ja.dict.naver.com/#/search?query=%E4%BF%9D%E5%AD%98%E3%81%99%E3%82%8B
w_01c8260054b32da5,N2,各々,おのおの,각각,accepted,search-unmatched,현대 표기(々) 또는 관용·복합 학습 카드. 네이버 목록 표제어와 철자가 달라도 유지.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,童話では現実を各々の細密な具象で表すことなく、特徴だけをまとめて表現することが多い。,,,https://ja.dict.naver.com/#/search?query=%E5%90%84%E3%80%85
w_9c08a614ebb31c33,N2,納得する,なっとくする,납득하다,accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=納得 suffix=する,naver,surface,皆が納得する,,,https://ja.dict.naver.com/#/search?query=%E7%B4%8D%E5%BE%97%E3%81%99%E3%82%8B
w_124b8bc840f69c1e,N2,我々,われわれ,우리,accepted,search-unmatched,현대 표기 我々. 네이버 목록/검색 표제어는 我我 N2.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,責任の一端は我々にもある,,,https://ja.dict.naver.com/#/search?query=%E6%88%91%E3%80%85
w_58ae1bd95dca9642,N2,現れ,あらわれ,"표현, 표시, 징후",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,現(わ)れ·表(わ)れ·顕(わ)れ,,,naver,surface,実は好意の現れだ,,,https://ja.dict.naver.com/#/search?query=%E7%8F%BE%E3%82%8C
w_f619074e36479304,N2,ご覧,ごらん,보심(존경어),accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,御覧,,,naver,surface,親しく手に取ってご覧になる,,,https://ja.dict.naver.com/#/search?query=%E3%81%94%E8%A6%A7
w_8add1200b733272e,N2,お邪魔します,おじゃまします,실례합니다,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,お邪魔します,,,naver,surface,こんばんは。お邪魔します,,,https://ja.dict.naver.com/#/search?query=%E3%81%8A%E9%82%AA%E9%AD%94%E3%81%97%E3%81%BE%E3%81%99
w_b6692781d912a8ce,N2,初めに,はじめに,"처음에, 우선",accepted,search-unmatched,현대 표기(々) 또는 관용·복합 학습 카드. 네이버 목록 표제어와 철자가 달라도 유지.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,これまで公にされなかった秘技を初めに公開した,,,https://ja.dict.naver.com/#/search?query=%E5%88%9D%E3%82%81%E3%81%AB
w_8bbc04e399eb7ef7,N2,確率,かくりつ,확률,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,確率,,,naver,surface,確率が5割近くに達した,,,https://ja.dict.naver.com/#/search?query=%E7%A2%BA%E7%8E%87
w_0014ac027b7eefb9,N2,見かけ,みかけ,"겉모습, 외관",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,見掛け,,,naver,surface,人は見かけによらない,,,https://ja.dict.naver.com/#/search?query=%E8%A6%8B%E3%81%8B%E3%81%91
w_e504525a3bc6bc12,N2,元々,もともと,원래,accepted,search-unmatched,현대 표기(々) 또는 관용·복합 학습 카드. 네이버 목록 표제어와 철자가 달라도 유지.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,ひよこは元々福岡のお菓子ですが、東京のお菓子だと思っている人が多くいます。,,,https://ja.dict.naver.com/#/search?query=%E5%85%83%E3%80%85
w_a9f7302f18a082a7,N2,招待する,しょうたいする,초대하다,accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=招待 suffix=する,naver,surface,身銭を切って招待する,,,https://ja.dict.naver.com/#/search?query=%E6%8B%9B%E5%BE%85%E3%81%99%E3%82%8B
w_8260701b3bb8776f,N2,当たる,あたる,"맞다,적중하다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,当(た)る,,,naver,surface,奇妙に勘が当たる,,,https://ja.dict.naver.com/#/search?query=%E5%BD%93%E3%81%9F%E3%82%8B
w_8abfd2bb2953f1cf,N2,解消,かいしょう,해소,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,解消,,,self,surface,解消について話す。,,,https://ja.dict.naver.com/#/search?query=%E8%A7%A3%E6%B6%88
w_a28378d63f77e2a2,N2,変換,へんかん,변환,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,変換,,,self,surface,変換について話す。,,,https://ja.dict.naver.com/#/search?query=%E5%A4%89%E6%8F%9B
w_905560521db40adf,N2,輸入する,ゆにゅうする,수입하다,accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=輸入 suffix=する,naver,surface,外国から麦を輸入する.,,,https://ja.dict.naver.com/#/search?query=%E8%BC%B8%E5%85%A5%E3%81%99%E3%82%8B
w_ebab9cbea8ee8c2a,N2,貢献する,こうけんする,공헌하다,accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=貢献 suffix=する,naver,surface,社会に貢献する.,,,https://ja.dict.naver.com/#/search?query=%E8%B2%A2%E7%8C%AE%E3%81%99%E3%82%8B
w_70ff370b9207cebb,N2,観察する,かんさつする,관찰하다,accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=観察 suffix=する,naver,surface,昆虫の生態を観察する.,,,https://ja.dict.naver.com/#/search?query=%E8%A6%B3%E5%AF%9F%E3%81%99%E3%82%8B
w_657c15849a6ea25b,N2,一致する,いっちする,일치하다,accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=一致 suffix=する,naver,surface,符節を合わせたように一致する.,,,https://ja.dict.naver.com/#/search?query=%E4%B8%80%E8%87%B4%E3%81%99%E3%82%8B
w_dbd3956009c2603f,N2,繋がり,つながり,"연결, 관계; (1) 연계, 관계 (2) 연결",accepted,search-unmatched,현대 표기(々) 또는 관용·복합 학습 카드. 네이버 목록 표제어와 철자가 달라도 유지.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,繋がりが断ち切れる,,,https://ja.dict.naver.com/#/search?query=%E7%B9%8B%E3%81%8C%E3%82%8A
w_157443e88683e1c9,N2,関わる,かかわる,"관련되다,관여하다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,係わる·関わる·拘わる,,,self,surface,環境に関わる問題について話し合った。,,,https://ja.dict.naver.com/#/search?query=%E9%96%A2%E3%82%8F%E3%82%8B
w_1eae6eda7c09f13c,N2,幸いに,さいわいに,다행히,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,幸いに,derived-form,base=幸い suffix=に,naver,surface,幸いにいい職場を得た.,,,https://ja.dict.naver.com/#/search?query=%E5%B9%B8%E3%81%84%E3%81%AB
w_26d7ff3366e29b42,N2,割合に,わりあいに,"비교적, 상대적으로",accepted,search-unmatched,현대 표기(々) 또는 관용·복합 학습 카드. 네이버 목록 표제어와 철자가 달라도 유지.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,手術の経過は割合に良好だ,,,https://ja.dict.naver.com/#/search?query=%E5%89%B2%E5%90%88%E3%81%AB
w_2f45942de23dda55,N2,手続き,てつづき,"절차, 수속",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,手続(き),,,naver,surface,その手続きは違式だ,,,https://ja.dict.naver.com/#/search?query=%E6%89%8B%E7%B6%9A%E3%81%8D
w_f28b61c97c036a7c,N2,遭遇する,そうぐうする,"조우하다,우연히만나다",accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=遭遇 suffix=する,naver,surface,敵の伏兵に遭遇する.,,,https://ja.dict.naver.com/#/search?query=%E9%81%AD%E9%81%87%E3%81%99%E3%82%8B
w_18a5d02537f4ccc4,N2,徹底する,てっていする,철저하다,accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=徹底 suffix=する,naver,surface,指令が末端にまで徹底する,,,https://ja.dict.naver.com/#/search?query=%E5%BE%B9%E5%BA%95%E3%81%99%E3%82%8B
w_968e30c4387b6852,N2,乾燥する,かんそうする,건조하다,accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=乾燥 suffix=する,naver,surface,唇が乾燥する。,,,https://ja.dict.naver.com/#/search?query=%E4%B9%BE%E7%87%A5%E3%81%99%E3%82%8B
w_3a8617b339bdbba6,N2,愛用,あいよう,애용,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,愛用,,,naver,surface,校具を愛用する.,,,https://ja.dict.naver.com/#/search?query=%E6%84%9B%E7%94%A8
w_a6ac744584fd12de,N2,発送,はっそう,발송,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,発送,,,naver,surface,製品を発送する.,,,https://ja.dict.naver.com/#/search?query=%E7%99%BA%E9%80%81
