priority,risk_score,literal,meanings_ko,meanings_en,signals,linked_word_count,linked_examples,qa_status,qa_note
P1,40,立,"[""세우다""]","[""stand up"", ""rise"", ""set up"", ""erect""]",copied_linked_word_gloss,29,"N1:公立=공립 | N1:確立=확립 | N1:設立=설립 | N1:献立=식단,메뉴 | N1:中立=중립",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,40,納,"[""납입하다""]","[""settlement"", ""obtain"", ""reap"", ""pay"", ""supply"", ""store""]",copied_linked_word_gloss;narrow_ko_vs_english,4,"N1:納まる=수습되다, 납입되다 | N1:納入=지불, 공급 | N2:納める=납입하다 | N2:納得する=납득하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,40,自,"[""스스로"", ""몸소""]","[""oneself""]",copied_linked_word_gloss,30,"N1:自尊心=자존심 | N1:自然に=자연히 | N1:自在=자유자재 | N1:自主=자율 | N1:自ずから=저절로, 자연히",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,39,付,"[""붙다"", ""달리다""]","[""adhere"", ""attach"", ""refer to"", ""append""]",copied_linked_word_gloss,23,"N1:傷付く=상처받다, 다치다 | N1:交付=교부 | N1:付録=부록 | N1:添付=첨부 | N1:名付ける=이름 짓다, 명명하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,39,偶,"[""우연히""]","[""accidentally"", ""even number"", ""couple"", ""man & wife"", ""same kind""]",copied_linked_word_gloss;narrow_ko_vs_english,3,N1:配偶者=배우자 | N2:偶然=우연히 | N2:偶数=짝수,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,39,偽,"[""허위""]","[""falsehood"", ""lie"", ""deceive"", ""pretend"", ""counterfeit"", ""forgery""]",copied_linked_word_gloss;narrow_ko_vs_english,3,"N1:偽り=허위 | N1:偽物=가짜, 모조품 | N1:偽造=위조",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,39,囲,"[""둘러싸다""]","[""surround"", ""besiege"", ""store"", ""paling"", ""enclosure"", ""encircle"", ""preserve"", ""keep""]",copied_linked_word_gloss;narrow_ko_vs_english,3,"N2:範囲=범위 | N3:囲む=둘러싸다 | N3:周囲=주위, 둘레",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,39,廃,"[""쇠퇴하다""]","[""abolish"", ""obsolete"", ""cessation"", ""discarding"", ""abandon""]",copied_linked_word_gloss;narrow_ko_vs_english,3,N1:廃棄=폐기 | N1:廃れる=쇠퇴하다 | N1:廃止=폐지,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,39,強,"[""강하다"", ""세다""]","[""strong""]",copied_linked_word_gloss,24,"N1:強烈=강렬함 | N1:強硬=강경함 | N1:強いる=강요하다, 강제하다 | N1:強硬に=강경하게 | N1:増強=증강",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,39,感,"[""느낌"", ""인상""]","[""emotion"", ""feeling"", ""sensation""]",copied_linked_word_gloss,23,N1:鈍感=둔감 | N1:同感=동감 | N1:感染=감염 | N1:痛感=통감 | N1:嫌悪感=혐오감,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,39,揺,"[""흔들리다""]","[""swing"", ""shake"", ""sway"", ""rock"", ""tremble"", ""vibrate""]",copied_linked_word_gloss;narrow_ko_vs_english,3,N1:揺らぐ=흔들리다 | N1:揺るがす=뒤흔들다 | N3:揺れる=흔들리다,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,39,棒,"[""막대기""]","[""rod"", ""stick"", ""cane"", ""pole"", ""club"", ""line""]",single_compound_evidence;narrow_ko_vs_english,1,N4:泥棒=도둑,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,39,棚,"[""선반""]","[""shelf"", ""ledge"", ""rack"", ""mount"", ""mantle"", ""trellis""]",single_compound_evidence;narrow_ko_vs_english,1,"N2:戸棚=찬장, 수납장",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,39,沸,"[""끓다""]","[""seethe"", ""boil"", ""ferment"", ""uproar"", ""breed""]",copied_linked_word_gloss;narrow_ko_vs_english,3,"N3:沸騰=비등,물이끓음 | N4:沸かす=(물을) 끓이다 | N4:沸く=끓다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,39,渡,"[""건네다""]","[""transit"", ""ford"", ""ferry"", ""cross"", ""import"", ""deliver"", ""diameter"", ""migrate""]",copied_linked_word_gloss;narrow_ko_vs_english,3,"N2:渡る=건너다 | N2:引き渡す=넘겨주다,인도하다 | N3:渡す=건네다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,39,理,"[""이치"", ""논리"", ""이유""]","[""logic"", ""arrangement"", ""reason"", ""justice"", ""truth""]",copied_linked_word_gloss,24,"N1:論理=논리 | N1:推理=추리 | N1:調理=조리 | N1:理性=이성, 분별 | N1:義理=의리, 의무",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,39,至,"[""이르다""]","[""climax"", ""arrive"", ""proceed"", ""reach"", ""attain"", ""result in""]",copied_linked_word_gloss;narrow_ko_vs_english,3,"N1:至って=지극히 | N1:乃至=내지, 또는 | N2:至る=이르다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,39,解,"[""풀다"", ""끄르다""]","[""unravel"", ""notes"", ""key"", ""explanation"", ""understanding"", ""untie"", ""undo"", ""solve"", ""answer"", ""cancel"", ""absolve"", ""explain"", ""minute""]",copied_linked_word_gloss,23,N1:解除=해제 | N1:解剖=해부 | N1:解約=해약 | N1:弁解する=변명하다 | N1:解明=해명,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,39,言,"[""말하다""]","[""say"", ""word""]",copied_linked_word_gloss,23,"N1:助言=조언 | N1:言い張る=우겨대다,주장하다 | N1:言及=언급 | N1:発言=발언 | N1:無言=무언, 침묵",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,39,討,"[""공격하다""]","[""chastise"", ""attack"", ""defeat"", ""destroy"", ""conquer""]",copied_linked_word_gloss;narrow_ko_vs_english,3,"N1:討論=논의, 토론 | N1:検討=검토 | N3:討つ=공격하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,39,調,"[""조사"", ""검사"", ""점검""]","[""tune"", ""tone"", ""meter"", ""key (music)"", ""writing style"", ""prepare"", ""exorcise"", ""investigate"", ""harmonize"", ""mediate""]",copied_linked_word_gloss,22,"N1:同調=동조 | N1:単調=단조 | N1:調停=중재 | N1:調達する=조달하다 | N1:取り調べる=조사하다, 검사하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,39,込,"[""붐비다"", ""혼잡하다""]","[""crowded"", ""mixture"", ""in bulk"", ""included"", ""(kokuji)""]",copied_linked_word_gloss,26,"N1:埋め込む=묻어 넣다, 삽입하다 | N1:抱え込む=끌어안다, 떠맡다 | N1:飲み込む=삼키다, 이해하다 | N1:見込み=예상,전망 | N1:押し込む=밀어 넣다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,39,長,"[""길다""]","[""long"", ""leader"", ""superior"", ""senior""]",copied_linked_word_gloss,23,"N1:年長=연장, 나이가 많음 | N1:長々=길게, 장황하게 | N1:助長=조장 | N1:長官=장관 | N1:長編=긴(소설 필름, 영화)",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,交,"[""교환하다""]","[""mingle"", ""mixing"", ""association"", ""coming & going""]",copied_linked_word_gloss,21,"N1:交錯=뒤섞여 엇갈림, 교차 | N1:交錯する=뒤섞여 엇갈리다, 교차하다 | N1:社交=사교 | N1:交渉=협상 | N1:交わす=교환하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,代,"[""대신"", ""대체""]","[""substitute"", ""change"", ""convert"", ""replace"", ""period"", ""age"", ""counter for decades of ages, eras, etc."", ""generation"", ""charge"", ""rate"", ""fee""]",copied_linked_word_gloss,19,"N1:世代=세대 | N1:代弁=대신 말함, 대변 | N1:代用=대용 | N1:先代=선대, 전대 | N1:古代=고대",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,休,"[""쉬다""]","[""rest"", ""day off"", ""retire"", ""sleep""]",copied_linked_word_gloss,17,"N1:産休=출산 휴가 | N1:休める=쉬게 하다, 휴식하다 | N1:休戦=휴전 | N2:お休み=휴일, 잘 자요 | N2:休講=휴강",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,匂,"[""냄새""]","[""fragrant"", ""stink"", ""glow"", ""insinuate"", ""(kokuji)""]",copied_linked_word_gloss;narrow_ko_vs_english,2,"N2:匂う=냄새나다, 향기롭다 | N4:匂い=냄새",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,卑,"[""저속한""]","[""lowly"", ""base"", ""vile"", ""vulgar"", ""despise""]",copied_linked_word_gloss;narrow_ko_vs_english,2,"N1:卑しい=저속한 | N2:卑怯=비겁함, 비열함",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,却,"[""오히려""]","[""instead"", ""on the contrary"", ""rather"", ""step back"", ""withdraw"", ""retreat""]",copied_linked_word_gloss;narrow_ko_vs_english,2,N1:却下する=각하하다 | N2:却って=오히려,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,同,"[""같음"", ""동일함""]","[""same"", ""agree"", ""equal""]",copied_linked_word_gloss,17,"N1:同調=동조 | N1:同伴=동반 | N1:同感=동감 | N1:一同=일동, 모두 | N1:同意=합의, 동의, 같은 의미",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,含,"[""포함하다""]","[""contain"", ""include"", ""hold in the mouth"", ""bear in mind"", ""understand"", ""cherish""]",copied_linked_word_gloss;narrow_ko_vs_english,2,N2:含む=포함하다 | N3:含める=포함시키다,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,嘆,"[""한탄하다""]","[""sigh"", ""lament"", ""moan"", ""grieve"", ""sigh of admiration""]",copied_linked_word_gloss;narrow_ko_vs_english,2,"N1:驚嘆する=경탄하다, 놀라다 | N2:嘆く=한탄하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,悟,"[""깨닫다""]","[""enlightenment"", ""perceive"", ""discern"", ""realize"", ""understand""]",copied_linked_word_gloss;narrow_ko_vs_english,2,"N1:悟る=깨닫다 | N3:覚悟=각오, 마음의 준비",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,情,"[""동정"", ""공감""]","[""feelings"", ""emotion"", ""passion"", ""sympathy"", ""circumstances"", ""facts""]",copied_linked_word_gloss,17,"N1:情熱=열정, 열심, 열의 | N1:実情=실정,실제사정 | N1:心情=심정 | N1:情緒=정서, 감정 | N1:情勢=정세",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,所,"[""여기저기"", ""군데군데""]","[""place"", ""extent""]",copied_linked_word_gloss,19,"N1:所持=소지 | N1:所有=하나 소유, 소유권 | N1:所得=수입 | N1:所属=붙은, 첨부된 | N1:所在=소재",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,捨,"[""버리다""]","[""discard"", ""throw away"", ""abandon"", ""resign"", ""reject"", ""sacrifice""]",copied_linked_word_gloss;narrow_ko_vs_english,2,N2:四捨五入=반올림 | N4:捨てる=버리다,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,時,"[""때때로""]","[""time"", ""hour""]",copied_linked_word_gloss,17,"N1:時差=시차 | N1:時折=가끔 | N1:時刻表=시간표, 일정(기차, 전철) | N1:随時=수시로,그때그때 | N2:時速=시속",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,書,"[""쓰다"", ""적다""]","[""write""]",copied_linked_word_gloss,21,"N1:聖書=성서, 성경 | N1:著書=저서 | N1:文書=문서 | N1:箇条書き=항목별 작성, 개조식 | N1:原書=원서",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,有,"[""가지다"", ""보유하다""]","[""possess"", ""have"", ""exist"", ""happen"", ""occur"", ""approx""]",copied_linked_word_gloss,18,"N1:所有=하나 소유, 소유권 | N1:固有=고유 | N1:有望=유망 | N1:有益=유익 | N1:特有=특유",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,期,"[""기간"", ""시기""]","[""period"", ""time"", ""date"", ""term""]",copied_linked_word_gloss,17,"N1:周期=주기, 사이클, 기간, 시대 | N1:期日=기일, 정해진 날 | N1:画期的な=획기적인 | N1:末期=말기, 임종 | N1:期末=기말",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,止,"[""그치다"", ""멈추다""]","[""stop"", ""halt""]",copied_linked_word_gloss,20,"N1:阻止=저지 | N1:食い止める=저지하다,막다 | N1:静止=정지, 멈춰 있음 | N1:受け止める=받아내다, 받아들이다 | N1:突き止める=밝혀내다,알아내다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,浅,"[""얕다""]","[""shallow"", ""superficial"", ""frivolous"", ""wretched"", ""shameful""]",copied_linked_word_gloss;narrow_ko_vs_english,2,"N1:浅ましい=비열하다, 한심하다 | N3:浅い=얕다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,現,"[""표현"", ""표시"", ""징후""]","[""present"", ""existing"", ""actual""]",copied_linked_word_gloss,18,"N1:出現=출현 | N1:現像=현상(필름) | N1:現行=현행 | N1:現地=실제의 장소, 지역의 | N1:再現=재현",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,落,"[""떨어지다"", ""떨어뜨리다""]","[""fall"", ""drop"", ""come down"", ""village"", ""hamlet""]",copied_linked_word_gloss,17,"N1:転落=전락, 굴러떨어짐 | N1:引き落とす=당겨서떨어뜨리다,자동납부하다 | N1:落下=낙하, 떨어짐 | N1:落ち葉=낙엽 | N1:落ち込む=(기분이) 가라앉다, 침울해지다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,論,"[""논하다""]","[""argument"", ""discourse""]",copied_linked_word_gloss,17,"N1:異論=이론(異論), 이견 | N1:論理=논리 | N1:討論=논의, 토론 | N1:言論=언론 | N1:世論=여론",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,贈,"[""선물하다""]","[""presents"", ""send"", ""give to"", ""award to"", ""confer on"", ""presenting something""]",copied_linked_word_gloss;narrow_ko_vs_english,2,N2:贈る=선물하다 | N4:贈り物=선물,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,進,"[""나아가다"", ""진보하다""]","[""advance"", ""proceed"", ""progress"", ""promote""]",copied_linked_word_gloss,18,"N1:進度=진도 | N1:進展=진전 | N1:進出=진출 | N1:進化=진행, 진보 | N1:促進=촉진",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,配,"[""나눠주다""]","[""distribute"", ""spouse"", ""exile"", ""rationing""]",copied_linked_word_gloss,18,"N1:配列=배열 | N1:分配=분배 | N1:配属=배속 | N1:気配=기미,기색 | N1:心配する=걱정하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,陥,"[""나쁜상황에빠지다""]","[""collapse"", ""fall into"", ""cave in"", ""fall (castle)"", ""slide into""]",copied_linked_word_gloss;narrow_ko_vs_english,2,N1:欠陥=결함 | N1:陥る=나쁜상황에빠지다,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,38,食,"[""먹다"", ""음식""]","[""eat"", ""food""]",copied_linked_word_gloss,21,"N1:食い止める=저지하다,막다 | N1:定食=정식(定食) | N1:給食=급식 | N1:主食=주식 | N1:食い込む=(다른 영역, 범위 등에)파고들다",auto,Manual format normalization 2026-08-18: 단어의 속어 주석을 제거하고 한자 기본 의미로 정리.
P1,38,鳴,"[""울리다""]","[""chirp"", ""cry"", ""bark"", ""sound"", ""ring"", ""echo"", ""honk""]",copied_linked_word_gloss;narrow_ko_vs_english,2,"N2:鳴る=울리다 | N3:怒鳴る=고함치다,호통치다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,予,"[""미리""]","[""beforehand"", ""previous"", ""myself"", ""I""]",copied_linked_word_gloss,14,"N1:予感=예감 | N1:予言=예언 | N1:予め=미리 | N1:予断=예단,예측 | N2:予備=예비, 준비",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,仕,"[""섬기다"", ""모시다""]","[""attend"", ""doing"", ""official"", ""serve""]",copied_linked_word_gloss,15,"N1:仕方なく=어쩔 수 없이 | N1:仕える=섬기다, 모시다 | N1:仕業=짓, 소행 | N1:仕上がる=마무리되다,완성되다 | N1:仕組み=구조,원리",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,何,"[""무엇무엇""]","[""what""]",copied_linked_word_gloss,14,"N1:何度も=몇 번이고 | N1:何気ない=아무렇지 않은, 무심한 | N1:何だか=왠지, 어쩐지 | N1:何なり=무엇이든 | N1:何となく=왠지 모르게, 어쩐지",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,加,"[""더하다"", ""추가하다""]","[""add"", ""addition"", ""increase"", ""join"", ""include"", ""Canada""]",copied_linked_word_gloss,14,"N1:加工=가공 | N1:いい加減=적당함, 무책임함 | N1:加味する=가미하다 | N1:加入=가입 | N1:加工する=가공하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,収,"[""거두다"", ""넣다"", ""담다""]","[""income"", ""obtain"", ""reap"", ""pay"", ""supply"", ""store""]",copied_linked_word_gloss,16,N1:収益=수익 | N1:収穫=수확 | N1:没収=몰수 | N1:押収=압수 | N1:収容=수용,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,売,"[""팔다""]","[""sell""]",copied_linked_word_gloss,16,"N1:小売=소매 | N1:売り出し=판매 개시, 특매 | N1:売り出す=팔기 시작하다, 내놓다 | N2:売れ行き=팔림새, 매출 | N2:売り切れ=매진",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,好,"[""좋아함""]","[""fond"", ""pleasing"", ""like something""]",copied_linked_word_gloss,15,"N1:好況=호황 | N1:好意=호의, 친절 | N1:嗜好=맛, 호감, 취향 | N1:好調=호조, 순조로움 | N1:好ましい=좋은",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,届,"[""신고(서)""]","[""deliver"", ""reach"", ""arrive"", ""report"", ""notify"", ""forward""]",context_parentheses;narrow_ko_vs_english,4,"N1:行き届く=구석구석 빈틈없이 미치다 | N1:届=신고(서) | N3:届ける=보내다, 배달하다, (관청 등에) 신고하다 | N3:届く=닿다, 도착하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,平,"[""평평한""]","[""even"", ""flat"", ""peace""]",copied_linked_word_gloss,16,"N1:平行=평행 | N1:平常=평상, 평소 | N1:平方=제곱, 평방 | N2:平凡だ=평범하다 | N2:平気だ=태연하다,아무렇지않다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,得,"[""얻다"", ""획득하다""]","[""gain"", ""get"", ""find"", ""earn"", ""acquire"", ""can"", ""may"", ""able to"", ""profit"", ""advantage"", ""benefit""]",copied_linked_word_gloss,14,"N1:獲得=획득 | N1:心得=지식, 정보 | N1:得点=득점, 점수 | N1:所得=수입 | N1:説得=설득",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,応,"[""응하다"", ""대응하다""]","[""apply"", ""answer"", ""yes"", ""OK"", ""reply"", ""accept""]",copied_linked_word_gloss,15,"N1:応急=응급 | N1:対応=대응 | N1:相応=걸맞음, 상응 | N1:順応=순응 | N1:適応=적응",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,思,"[""생각하다"", ""느끼다""]","[""think""]",copied_linked_word_gloss,15,"N1:思い返す=돌아보다 | N1:思い付き=착상, 즉흥적 생각 | N1:思考=생각 | N1:思い詰める=골몰하다 | N2:思わず=무심코",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,急,"[""갑자기""]","[""hurry"", ""emergency"", ""sudden"", ""steep""]",copied_linked_word_gloss,14,N1:早急=긴급한 | N1:応急=응급 | N1:緊急=긴급 | N1:早急=긴급한 | N1:急かす=재촉하다 <자동사>다가오다,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,教,"[""가르침""]","[""teach"", ""faith"", ""doctrine""]",copied_linked_word_gloss,14,N1:教訓=교훈 | N1:教材=교재 | N1:教科=교과 | N2:助教授=조교수 | N2:教養=교양,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,料,"[""요금"", ""재료""]","[""fee"", ""materials""]",copied_linked_word_gloss,15,"N1:燃料=연료 | N1:香辛料=향신료 | N2:送料=배송료, 송료 | N2:有料=유료 | N2:調味料=조미료",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,新,"[""새로운"", ""신선한""]","[""new""]",copied_linked_word_gloss,14,"N1:新築=신축 | N1:新人=신인, 신참 | N1:革新=혁신 | N1:新入生=신입생 | N1:新婚=신혼",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,流,"[""흐름""]","[""current"", ""a sink"", ""flow"", ""forfeit""]",copied_linked_word_gloss,14,"N1:海流=해류 | N1:流出=유출 | N1:流し=싱크대, 개수대 | N2:電流=전류 | N2:流石=역시, 과연",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,無,"[""없음"", ""무(無)""]","[""nothingness"", ""none"", ""ain't"", ""nothing"", ""nil"", ""not""]",context_parentheses,39,"N1:無償=무상,무료 | N1:無断=무단 | N1:無実=억울함,무고함 | N1:無言=무언, 침묵 | N1:無駄にする=낭비하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,特,"[""특히""]","[""special""]",copied_linked_word_gloss,16,N1:特派=특파 | N1:特許=특허 | N1:特権=특권 | N1:特技=특기 | N1:特産=특산,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,知,"[""알다""]","[""know"", ""wisdom""]",copied_linked_word_gloss,16,"N1:知性=지성 | N1:熟知=숙지 | N1:察知=감지,탐지 | N1:未知=미지(의) | N1:無知=무지",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,確,"[""확실함"", ""분명함"", ""아마""]","[""assurance"", ""firm"", ""tight"", ""hard"", ""solid"", ""confirm"", ""clear"", ""evident""]",copied_linked_word_gloss,16,N1:確立=확립 | N1:確保=확보 | N1:確定=확정 | N1:確信=확신 | N2:確率=확률,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,結,"[""잇다"", ""묶다"", ""맺다""]","[""tie"", ""bind"", ""contract"", ""join"", ""organize"", ""do up hair"", ""fasten""]",copied_linked_word_gloss,15,"N1:結び=맺음, 매듭; 결말 | N1:結末=결말 | N1:団結=단결 | N1:結晶=결정 | N1:完結=완결",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,転,"[""구르다"", ""넘어지다""]","[""revolve"", ""turn around"", ""change""]",copied_linked_word_gloss,14,"N1:転落=전락, 굴러떨어짐 | N1:転換=전환 | N1:転勤=전근 | N1:逆転=역전 | N2:回転=회전, 돌다, 돌리다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,返,"[""되돌려주다""]","[""return"", ""answer"", ""fade"", ""repay""]",copied_linked_word_gloss,16,"N1:思い返す=돌아보다 | N1:折り返す=접어 되돌리다, 되접다 | N1:照り返す=반사하다, 되비치다 | N1:返還=반환, 돌려줌 | N1:返答=대답, 응답",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
